cnt,ir,red,green,hr,spo2,temp,battery
72501,154252,127682,21144,0,0,0,0
72521,154252,127695,21169,0,0,0,0
72541,154267,127690,21154,0,0,0,0
72561,154253,127678,21149,0,0,0,0
72581,154284,127695,21151,0,0,0,0
72601,154241,127675,21144,0,0,0,0
72621,154254,127685,21168,0,0,0,0
72641,154277,127687,21154,0,0,0,0
72661,154233,127664,21141,0,0,0,0
72681,154290,127700,21165,0,0,0,0
72701,154242,127685,21146,0,0,0,0
72721,154259,127676,21157,0,0,0,0
72741,154264,127686,21150,0,0,0,0
72772,154240,127696,21146,94,71,0,0
72781,154244,127696,21175,0,0,0,0
72801,154256,127752,21158,0,0,0,0
72821,154247,127708,21168,0,0,0,0
72841,154260,127693,21168,0,0,0,0
72861,154256,127668,21151,0,0,0,0
72881,154266,127646,21154,0,0,0,0
72901,154310,127679,21156,0,0,0,0
72921,154295,127668,21148,0,0,0,0
72941,154259,127694,21158,0,0,0,0
72961,154198,127668,21146,0,0,0,0
72981,154224,127695,21170,0,0,0,0
73001,154224,127688,21168,0,0,0,0
73021,154229,127662,21208,0,0,0,0
73041,154249,127688,21182,0,0,0,0
73061,154244,127684,21163,0,0,0,0
73081,154261,127679,21155,0,0,0,0
73101,154266,127684,21145,0,0,0,0
73121,154239,127682,21154,0,0,0,0
73141,154274,127708,21135,0,0,0,0
73161,154240,127657,21156,0,0,0,0
73181,154283,127716,21156,0,0,0,0
73201,154243,127677,21144,0,0,0,0
73221,154258,127692,21147,0,0,0,0
73241,154267,127697,21142,0,0,0,0
73261,154250,127683,21161,0,0,0,0
73281,154314,127740,21154,0,0,0,0
73301,154260,127677,21151,0,0,0,0
73321,154290,127697,21160,0,0,0,0
73341,154291,127705,21159,0,0,0,0
73361,154222,127662,21160,0,0,0,0
73381,154365,127752,21167,0,0,0,0
73401,154194,127649,21150,0,0,0,0
73421,154341,127752,21170,0,0,0,0
73441,154255,127676,21149,0,0,0,0
73461,154284,127710,21158,0,0,0,0
73481,154285,127702,21162,0,0,0,0
73501,154284,127718,21142,0,0,0,0
73521,154266,127674,21163,0,0,0,0
73541,154280,127705,21152,0,0,0,0
73561,154303,127718,21169,0,0,0,0
73581,154239,127682,21159,0,0,0,0
73601,154300,127719,21151,0,0,0,0
73621,154246,127686,21165,0,0,0,0
73641,154298,127704,21163,0,0,0,0
73661,154344,127722,21158,0,0,0,0
73681,153960,127443,21127,0,0,0,0
73701,154475,127912,21174,0,0,0,0
73721,154254,127591,21179,0,0,0,0
73741,154037,127614,21125,0,0,0,0
73761,154641,127894,21210,0,0,0,0
73781,153805,127377,21089,0,0,0,0
73801,154708,128005,21205,0,0,0,0
73821,153903,127406,21128,0,0,0,0
73841,154478,127892,21173,0,0,0,0
73861,154149,127578,21150,0,0,0,0
73881,154255,127721,21168,0,0,0,0
73901,154348,127722,21168,0,0,0,0
73921,154116,127615,21144,0,0,0,0
73941,154375,127760,21175,0,0,0,0
73961,154121,127602,21135,0,0,0,0
73981,154337,127752,21179,0,0,0,0
74001,154173,127623,21138,0,0,0,0
74021,154300,127700,21166,0,0,0,0
74041,154253,127662,21158,0,0,0,0
74061,154245,127674,21152,0,0,0,0
74081,154251,127673,21157,0,0,0,0
74101,154224,127671,21134,0,0,0,0
74121,154287,127697,21163,0,0,0,0
74141,154119,127580,21141,0,0,0,0
74161,154436,127829,21162,0,0,0,0
74181,154079,127542,21128,0,0,0,0
74201,154344,127771,21154,0,0,0,0
74221,154280,127673,21149,0,0,0,0
74241,154146,127623,21146,0,0,0,0
74261,154422,127784,21177,0,0,0,0
74281,154106,127565,21133,0,0,0,0
74301,154358,127772,21170,0,0,0,0
74321,154177,127618,21139,0,0,0,0
74341,154246,127708,21152,0,0,0,0
74361,154297,127690,21159,0,0,0,0
74381,154211,127642,21152,0,0,0,0
74401,154292,127715,21162,0,0,0,0
74421,154219,127663,21152,0,0,0,0
74441,154254,127677,21158,0,0,0,0
74461,154244,127700,21142,0,0,0,0
74481,154256,127670,21165,0,0,0,0
74501,154274,127694,21158,0,0,0,0
74521,154235,127675,21138,0,0,0,0
74541,154269,127662,21152,0,0,0,0
74561,154242,127677,21155,0,0,0,0
74581,154224,127663,21148,0,0,0,0
74601,154247,127675,21173,0,0,0,0
74621,154244,127671,21150,0,0,0,0
74641,154235,127671,21151,0,0,0,0
74661,154228,127670,21163,0,0,0,0
74681,154247,127664,21154,0,0,0,0
74701,154247,127677,21151,0,0,0,0
74721,154225,127664,21146,0,0,0,0
74741,154258,127674,21166,0,0,0,0
74761,154186,127641,21143,0,0,0,0
74781,154334,127788,21169,0,0,0,0
74801,154172,127671,21155,0,0,0,0
74821,154246,127731,21155,0,0,0,0
74841,154260,127614,21164,0,0,0,0
74861,154187,127626,21154,0,0,0,0
74881,154307,127682,21161,0,0,0,0
74901,154217,127620,21167,0,0,0,0
74921,154322,127695,21144,0,0,0,0
74941,154217,127637,21162,0,0,0,0
74961,154207,127685,21153,0,0,0,0
74981,154206,127680,21150,0,0,0,0
75001,154191,127667,21172,0,0,0,0
75021,154234,127679,21211,0,0,0,0
75041,154204,127653,21149,0,0,0,0
75061,154245,127697,21151,0,0,0,0
75081,154237,127663,21138,0,0,0,0
75101,154237,127686,21146,0,0,0,0
75121,154227,127651,21145,0,0,0,0
75141,154262,127682,21150,0,0,0,0
75161,154246,127681,21146,0,0,0,0
75181,154239,127661,21161,0,0,0,0
75201,154239,127673,21140,0,0,0,0
75221,154230,127672,21147,0,0,0,0
75241,154241,127672,21169,0,0,0,0
75261,154268,127693,21146,0,0,0,0
75281,154203,127646,21166,0,0,0,0
75301,154275,127686,21148,0,0,0,0
75321,154224,127643,21142,0,0,0,0
75341,154211,127657,21150,0,0,0,0
75361,154306,127717,21165,0,0,0,0
75381,154161,127612,21139,0,0,0,0
75401,154284,127716,21150,0,0,0,0
75421,154210,127655,21144,0,0,0,0
75441,154243,127661,21162,0,0,0,0
75461,154258,127681,21147,0,0,0,0
75481,154212,127646,21148,0,0,0,0
75501,154253,127682,21153,0,0,0,0
75521,154234,127663,21158,0,0,0,0
75541,154246,127681,21154,0,0,0,0
75561,154222,127650,21144,0,0,0,0
75581,154259,127660,21163,0,0,0,0
75601,154239,127674,21155,0,0,0,0
75621,154250,127681,21142,0,0,0,0
75641,154243,127676,21165,0,0,0,0
75661,154229,127674,21150,0,0,0,0
75681,154259,127674,21165,0,0,0,0
75701,154254,127672,21155,0,0,0,0
75721,154221,127678,21144,0,0,0,0
75741,154265,127681,21158,0,0,0,0
75772,154251,127691,21158,95,0,0,0
75781,154188,127643,21150,0,0,0,0
75801,154321,127736,21164,0,0,0,0
75821,154225,127646,21140,0,0,0,0
75841,154228,127656,21162,0,0,0,0
75861,154306,127716,21171,0,0,0,0
75881,154171,127633,21146,0,0,0,0
75901,154316,127719,21158,0,0,0,0
75921,154184,127644,21141,0,0,0,0
75941,154271,127680,21147,0,0,0,0
75961,154258,127696,21142,0,0,0,0
75981,154199,127655,21146,0,0,0,0
76001,154268,127695,21167,0,0,0,0
76021,154206,127660,21158,0,0,0,0
76041,154256,127699,21165,0,0,0,0
76061,154255,127671,21160,0,0,0,0
76081,154238,127700,21145,0,0,0,0
76101,154220,127681,21164,0,0,0,0
76121,154247,127666,21154,0,0,0,0
76141,154239,127667,21152,0,0,0,0
76161,154253,127676,21162,0,0,0,0
76181,154222,127658,21149,0,0,0,0
76201,154214,127653,21153,0,0,0,0
76221,154278,127710,21141,0,0,0,0
76241,154193,127621,21134,0,0,0,0
76261,154284,127696,21152,0,0,0,0
76281,154210,127633,21145,0,0,0,0
76301,154275,127689,21155,0,0,0,0
76321,154251,127675,21159,0,0,0,0
76341,154202,127657,21151,0,0,0,0
76361,154295,127696,21167,0,0,0,0
76381,154178,127657,21147,0,0,0,0
76401,154301,127696,21155,0,0,0,0
76421,154240,127684,21140,0,0,0,0
76441,154213,127661,21150,0,0,0,0
76461,154282,127689,21164,0,0,0,0
76481,154232,127657,21155,0,0,0,0
76501,154266,127673,21163,0,0,0,0
76521,154231,127673,21158,0,0,0,0
76541,154244,127679,21143,0,0,0,0
76561,154236,127667,21147,0,0,0,0
76581,154246,127686,21150,0,0,0,0
76601,154241,127662,21160,0,0,0,0
76621,154232,127679,21165,0,0,0,0
76641,154240,127684,21141,0,0,0,0
76661,154258,127660,21150,0,0,0,0
76681,154231,127674,21165,0,0,0,0
76701,154235,127640,21150,0,0,0,0
76721,154269,127686,21165,0,0,0,0
76741,154209,127654,21148,0,0,0,0
76761,154260,127665,21173,0,0,0,0
76781,154256,127710,21152,0,0,0,0
76801,154190,127659,21141,0,0,0,0
76821,154277,127702,21159,0,0,0,0
76841,154221,127638,21137,0,0,0,0
76861,154253,127635,21147,0,0,0,0
76881,154253,127638,21152,0,0,0,0
76901,154204,127648,21146,0,0,0,0
76921,154296,127684,21141,0,0,0,0
76941,154176,127655,21134,0,0,0,0
76961,154206,127667,21153,0,0,0,0
76981,154208,127689,21179,0,0,0,0
77001,154141,127652,21157,0,0,0,0
77021,154265,127695,21184,0,0,0,0
77041,154189,127661,21175,0,0,0,0
77061,154236,127668,21136,0,0,0,0
77081,154224,127659,21132,0,0,0,0
77101,154220,127668,21144,0,0,0,0
77121,154246,127677,21141,0,0,0,0
77141,154216,127648,21154,0,0,0,0
77161,154246,127671,21151,0,0,0,0
77181,154224,127658,21142,0,0,0,0
77201,154236,127662,21140,0,0,0,0
77221,154235,127687,21155,0,0,0,0
77241,154226,127645,21147,0,0,0,0
77261,154216,127637,21162,0,0,0,0
77281,154256,127701,21165,0,0,0,0
77301,154224,127653,21149,0,0,0,0
77321,154219,127661,21136,0,0,0,0
77341,154197,127643,21136,0,0,0,0
77361,154294,127706,21163,0,0,0,0
77381,154145,127638,21138,0,0,0,0
77401,154321,127729,21163,0,0,0,0
77421,154155,127613,21149,0,0,0,0
77441,154276,127696,21151,0,0,0,0
77461,154244,127659,21162,0,0,0,0
77481,154194,127651,21149,0,0,0,0
77501,154250,127671,21157,0,0,0,0
77521,154173,127638,21137,0,0,0,0
77541,154323,127742,21166,0,0,0,0
77561,154149,127606,21158,0,0,0,0
77581,154271,127722,21148,0,0,0,0
77601,154206,127638,21149,0,0,0,0
77621,154202,127648,21146,0,0,0,0
77641,154283,127691,21158,0,0,0,0
77661,154160,127638,21148,0,0,0,0
77681,154248,127694,21143,0,0,0,0
77701,154222,127645,21143,0,0,0,0
77721,154228,127655,21155,0,0,0,0
77741,154226,127659,21148,0,0,0,0
77761,154224,127653,21146,0,0,0,0
77781,154234,127668,21149,0,0,0,0
77801,154223,127669,21154,0,0,0,0
77821,154218,127651,21131,0,0,0,0
77841,154246,127685,21143,0,0,0,0
77861,154223,127666,21164,0,0,0,0
77881,154243,127674,21150,0,0,0,0
77901,154234,127664,21147,0,0,0,0
77921,154238,127662,21164,0,0,0,0
77941,154226,127668,21142,0,0,0,0
77961,154234,127658,21149,0,0,0,0
77981,154246,127671,21149,0,0,0,0
78001,154235,127665,21144,0,0,0,0
78021,154238,127656,21167,0,0,0,0
78041,154240,127674,21146,0,0,0,0
78061,154218,127665,21156,0,0,0,0
78081,154232,127676,21147,0,0,0,0
78101,154237,127669,21147,0,0,0,0
78121,154220,127663,21155,0,0,0,0
78141,154249,127675,21145,0,0,0,0
78161,154213,127645,21158,0,0,0,0
78181,154242,127666,21151,0,0,0,0
78201,154241,127671,21149,0,0,0,0
78221,154208,127655,21146,0,0,0,0
78241,154246,127676,21139,0,0,0,0
78261,154227,127661,21152,0,0,0,0
78281,154219,127671,21162,0,0,0,0
78301,154228,127661,21147,0,0,0,0
78321,154228,127659,21160,0,0,0,0
78341,154238,127692,21153,0,0,0,0
78361,154219,127654,21152,0,0,0,0
78381,154263,127672,21171,0,0,0,0
78401,154234,127652,21139,0,0,0,0
78421,154233,127663,21156,0,0,0,0
78441,154229,127667,21155,0,0,0,0
78461,154222,127666,21155,0,0,0,0
78481,154246,127670,21164,0,0,0,0
78501,154237,127670,21149,0,0,0,0
78521,154238,127665,21166,0,0,0,0
78541,154222,127670,21153,0,0,0,0
78561,154243,127674,21147,0,0,0,0
78581,154239,127655,21152,0,0,0,0
78601,154226,127671,21144,0,0,0,0
78621,154233,127670,21157,0,0,0,0
78641,154227,127680,21148,0,0,0,0
78661,154232,127675,21154,0,0,0,0
78681,154237,127654,21153,0,0,0,0
78701,154259,127686,21148,0,0,0,0
78721,154223,127662,21138,0,0,0,0
78741,154251,127687,21158,0,0,0,0
78772,154236,127685,21142,95,75,0,0
78781,154227,127698,21167,0,0,0,0
78801,154254,127684,21145,0,0,0,0
78821,154225,127651,21148,0,0,0,0
78841,154216,127621,21156,0,0,0,0
78861,154277,127639,21144,0,0,0,0
78881,154241,127624,21163,0,0,0,0
78901,154270,127657,21146,0,0,0,0
78921,154253,127668,21148,0,0,0,0
78941,154207,127656,21156,0,0,0,0
78961,154193,127669,21161,0,0,0,0
78981,154194,127664,21154,0,0,0,0
79001,154226,127665,21186,0,0,0,0
79021,154243,127687,21173,0,0,0,0
79041,154201,127653,21161,0,0,0,0
79061,154215,127683,21133,0,0,0,0
79081,154181,127647,21144,0,0,0,0
79101,154278,127696,21136,0,0,0,0
79121,154226,127643,21146,0,0,0,0
79141,154233,127678,21151,0,0,0,0
79161,154227,127662,21168,0,0,0,0
79181,154216,127659,21158,0,0,0,0
79201,154243,127700,21159,0,0,0,0
79221,154237,127677,21157,0,0,0,0
79241,154228,127667,21148,0,0,0,0
79261,154238,127667,21157,0,0,0,0
79281,154217,127665,21156,0,0,0,0
79301,154228,127687,21147,0,0,0,0
79321,154261,127670,21175,0,0,0,0
79341,154215,127655,21142,0,0,0,0
79361,154288,127705,21148,0,0,0,0
79381,154187,127646,21149,0,0,0,0
79401,154264,127693,21147,0,0,0,0
79421,154213,127623,21157,0,0,0,0
79441,154234,127678,21156,0,0,0,0
79461,154235,127671,21153,0,0,0,0
79481,154226,127680,21160,0,0,0,0
79501,154243,127678,21157,0,0,0,0
79521,154229,127631,21151,0,0,0,0
79541,154241,127680,21155,0,0,0,0
79561,154202,127645,21141,0,0,0,0
79581,154250,127676,21157,0,0,0,0
79601,154244,127668,21149,0,0,0,0
79621,154361,127733,21173,0,0,0,0
79641,153673,127229,21101,0,0,0,0
79661,154596,127924,21199,0,0,0,0
79681,153949,127481,21134,0,0,0,0
79701,154474,127835,21172,0,0,0,0
79721,154020,127518,21128,0,0,0,0
79741,154380,127791,21172,0,0,0,0
79761,154138,127586,21141,0,0,0,0
79781,154225,127676,21155,0,0,0,0
79801,154268,127677,21152,0,0,0,0
79821,154131,127598,21134,0,0,0,0
79841,154300,127703,21158,0,0,0,0
79861,154168,127607,21143,0,0,0,0
79881,154259,127672,21152,0,0,0,0
79901,154177,127629,21156,0,0,0,0
79921,154260,127681,21148,0,0,0,0
79941,154204,127659,21157,0,0,0,0
79961,154208,127655,21141,0,0,0,0
79981,154247,127673,21164,0,0,0,0
80001,154187,127640,21154,0,0,0,0
80021,154218,127650,21153,0,0,0,0
80041,154233,127661,21175,0,0,0,0
80061,154192,127649,21134,0,0,0,0
80081,154242,127668,21162,0,0,0,0
80101,154206,127654,21145,0,0,0,0
80121,154226,127676,21132,0,0,0,0
80141,154233,127660,21163,0,0,0,0
80161,154220,127659,21136,0,0,0,0
80181,154224,127654,21159,0,0,0,0
80201,154208,127648,21148,0,0,0,0
80221,154242,127679,21135,0,0,0,0
80241,154202,127652,21149,0,0,0,0
80261,154249,127695,21150,0,0,0,0
80281,154202,127632,21162,0,0,0,0
80301,154236,127672,21162,0,0,0,0
80321,154223,127669,21154,0,0,0,0
80341,154205,127634,21158,0,0,0,0
80361,154258,127684,21159,0,0,0,0
80381,154184,127641,21153,0,0,0,0
80401,154211,127662,21137,0,0,0,0
80421,154198,127649,21161,0,0,0,0
80441,154208,127644,21149,0,0,0,0
80461,154224,127682,21152,0,0,0,0
80481,154167,127639,21154,0,0,0,0
80501,154231,127668,21166,0,0,0,0
80521,154186,127654,21136,0,0,0,0
80541,154232,127655,21147,0,0,0,0
80561,154226,127658,21150,0,0,0,0
80581,154223,127674,21148,0,0,0,0
80601,154211,127644,21149,0,0,0,0
80621,154216,127661,21129,0,0,0,0
80641,154198,127639,21136,0,0,0,0
80661,154227,127663,21156,0,0,0,0
80681,154209,127650,21139,0,0,0,0
80701,154212,127645,21156,0,0,0,0
80721,154228,127649,21133,0,0,0,0
80741,154202,127648,21143,0,0,0,0
80761,154209,127686,21156,0,0,0,0
80781,154203,127704,21138,0,0,0,0
80801,154203,127642,21157,0,0,0,0
80821,154224,127618,21163,0,0,0,0
80841,154204,127601,21145,0,0,0,0
80861,154240,127642,21154,0,0,0,0
80881,154247,127643,21142,0,0,0,0
80901,154232,127651,21162,0,0,0,0
80921,154225,127668,21155,0,0,0,0
80941,154182,127662,21159,0,0,0,0
80961,154195,127676,21163,0,0,0,0
80981,154180,127666,21172,0,0,0,0
81001,154213,127656,21197,0,0,0,0
81021,154204,127653,21177,0,0,0,0
81041,154239,127675,21129,0,0,0,0
81061,154205,127653,21128,0,0,0,0
81081,154216,127655,21155,0,0,0,0
81101,154231,127679,21157,0,0,0,0
81121,154211,127655,21138,0,0,0,0
81141,154219,127665,21162,0,0,0,0
81161,154225,127665,21146,0,0,0,0
81181,154215,127641,21148,0,0,0,0
81201,154251,127660,21159,0,0,0,0
81221,154174,127630,21136,0,0,0,0
81241,154227,127651,21153,0,0,0,0
81261,154211,127665,21145,0,0,0,0
81281,154206,127643,21168,0,0,0,0
81301,154229,127671,21155,0,0,0,0
81321,154206,127643,21148,0,0,0,0
81341,154240,127665,21160,0,0,0,0
81361,154228,127670,21144,0,0,0,0
81381,154189,127646,21150,0,0,0,0
81401,154229,127654,21168,0,0,0,0
81421,154197,127661,21152,0,0,0,0
81441,154226,127654,21154,0,0,0,0
81461,154215,127660,21158,0,0,0,0
81481,154211,127639,21144,0,0,0,0
81501,154243,127689,21160,0,0,0,0
81521,154217,127654,21148,0,0,0,0
81541,154167,127641,21155,0,0,0,0
81561,154304,127692,21159,0,0,0,0
81581,154118,127589,21140,0,0,0,0
81601,154347,127755,21170,0,0,0,0
81621,154148,127590,21130,0,0,0,0
81641,154251,127686,21151,0,0,0,0
81661,154251,127669,21157,0,0,0,0
81681,154145,127604,21137,0,0,0,0
81701,154306,127714,21174,0,0,0,0
81721,154154,127623,21142,0,0,0,0
81741,154260,127674,21161,0,0,0,0
81772,154225,127658,21166,95,0,0,0
81781,154182,127660,21136,0,0,0,0
81801,154256,127672,21174,0,0,0,0
81821,154207,127656,21147,0,0,0,0
81841,154245,127673,21150,0,0,0,0
81861,154223,127640,21150,0,0,0,0
81881,154213,127672,21142,0,0,0,0
81901,154209,127632,21160,0,0,0,0
81921,154192,127651,21132,0,0,0,0
81941,154209,127652,21156,0,0,0,0
81961,154200,127656,21163,0,0,0,0
81981,154249,127685,21148,0,0,0,0
82001,154165,127615,21147,0,0,0,0
82021,154253,127683,21149,0,0,0,0
82041,154208,127651,21146,0,0,0,0
82061,154237,127679,21139,0,0,0,0
82081,154232,127663,21146,0,0,0,0
82101,154188,127641,21158,0,0,0,0
82121,154233,127662,21156,0,0,0,0
82141,154216,127657,21137,0,0,0,0
82161,154152,127605,21139,0,0,0,0
82181,154327,127717,21164,0,0,0,0
82201,154070,127552,21138,0,0,0,0
82221,154338,127759,21170,0,0,0,0
82241,154144,127599,21136,0,0,0,0
82261,154216,127673,21162,0,0,0,0
82281,154266,127679,21161,0,0,0,0
82301,154164,127611,21148,0,0,0,0
82321,154283,127699,21159,0,0,0,0
82341,154171,127625,21139,0,0,0,0
82361,154233,127669,21158,0,0,0,0
82381,154249,127676,21161,0,0,0,0
82401,154146,127628,21146,0,0,0,0
82421,154276,127704,21162,0,0,0,0
82441,154186,127614,21133,0,0,0,0
82461,154231,127682,21160,0,0,0,0
82481,154232,127652,21154,0,0,0,0
82501,154175,127622,21142,0,0,0,0
82521,154271,127696,21157,0,0,0,0
82541,154168,127638,21146,0,0,0,0
82561,154228,127663,21151,0,0,0,0
82581,154202,127640,21143,0,0,0,0
82601,154208,127663,21145,0,0,0,0
82621,154210,127654,21157,0,0,0,0
82641,154223,127654,21129,0,0,0,0
82661,154208,127646,21159,0,0,0,0
82681,154212,127654,21155,0,0,0,0
82701,154217,127662,21145,0,0,0,0
82721,154213,127653,21148,0,0,0,0
82741,154203,127657,21142,0,0,0,0
82761,154219,127693,21160,0,0,0,0
82781,154212,127681,21162,0,0,0,0
82801,154206,127647,21157,0,0,0,0
82821,154213,127619,21160,0,0,0,0
82841,154214,127615,21145,0,0,0,0
82861,154228,127628,21160,0,0,0,0
82881,154272,127647,21157,0,0,0,0
82901,154206,127655,21139,0,0,0,0
82921,154146,127611,21161,0,0,0,0
82941,154203,127678,21159,0,0,0,0
82961,154148,127636,21143,0,0,0,0
82981,154230,127666,21196,0,0,0,0
83001,154191,127656,21185,0,0,0,0
83021,154229,127657,21150,0,0,0,0
83041,154216,127656,21142,0,0,0,0
83061,154223,127656,21154,0,0,0,0
83081,154216,127650,21138,0,0,0,0
83101,154237,127649,21146,0,0,0,0
83121,154197,127646,21145,0,0,0,0
83141,154211,127662,21153,0,0,0,0
83161,154204,127661,21153,0,0,0,0
83181,154222,127669,21152,0,0,0,0
83201,154193,127645,21149,0,0,0,0
83221,154227,127671,21148,0,0,0,0
83241,154207,127665,21145,0,0,0,0
83261,154221,127669,21158,0,0,0,0
83281,154222,127665,21153,0,0,0,0
83301,154205,127653,21155,0,0,0,0
83321,154218,127664,21164,0,0,0,0
83341,154196,127648,21140,0,0,0,0
83361,154221,127659,21156,0,0,0,0
83381,154194,127636,21155,0,0,0,0
83401,154212,127655,21147,0,0,0,0
83421,154225,127673,21155,0,0,0,0
83441,154206,127647,21161,0,0,0,0
83461,154232,127668,21153,0,0,0,0
83481,154185,127638,21139,0,0,0,0
83501,154212,127663,21152,0,0,0,0
83521,154224,127655,21159,0,0,0,0
83541,154198,127653,21144,0,0,0,0
83561,154216,127655,21149,0,0,0,0
83581,154224,127667,21149,0,0,0,0
83601,154193,127643,21153,0,0,0,0
83621,154189,127651,21150,0,0,0,0
83641,154209,127651,21135,0,0,0,0
83661,154207,127643,21146,0,0,0,0
83681,154196,127661,21156,0,0,0,0
83701,154193,127629,21143,0,0,0,0
83721,154209,127646,21157,0,0,0,0
83741,154203,127643,21156,0,0,0,0
84787,154227,127657,21158,97,75,27.6,0
84789,154191,127654,21145,0,0,0,0
84801,154228,127664,21157,0,0,0,0
84821,154176,127634,21136,0,0,0,0
84841,154200,127657,21150,0,0,0,0
84861,154209,127658,21157,0,0,0,0
84881,154203,127652,21151,0,0,0,0
84901,154231,127649,21161,0,0,0,0
84921,154198,127662,21151,0,0,0,0
84941,154200,127650,21156,0,0,0,0
84961,154213,127645,21152,0,0,0,0
84981,154203,127668,21158,0,0,0,0
85001,154212,127648,21161,0,0,0,0
85021,154198,127654,21154,0,0,0,0
85041,154211,127644,21155,0,0,0,0
85061,154198,127651,21156,0,0,0,0
85081,154196,127667,21132,0,0,0,0
85101,154211,127641,21164,0,0,0,0
85121,154208,127662,21147,0,0,0,0
85141,154203,127642,21139,0,0,0,0
85161,154209,127656,21154,0,0,0,0
85181,154187,127658,21152,0,0,0,0
85201,154226,127657,21155,0,0,0,0
85221,154208,127642,21157,0,0,0,0
85241,154190,127647,21146,0,0,0,0
85261,154231,127660,21162,0,0,0,0
85281,154198,127654,21142,0,0,0,0
85301,154207,127642,21152,0,0,0,0
85321,154200,127667,21147,0,0,0,0
85341,154187,127646,21140,0,0,0,0
85361,154206,127646,21138,0,0,0,0
85381,154222,127664,21158,0,0,0,0
85401,154151,127645,21176,0,0,0,0
85421,154199,127653,21147,0,0,0,0
85441,154237,127669,21156,0,0,0,0
85461,154172,127643,21136,0,0,0,0
85481,154221,127642,21157,0,0,0,0
85501,154195,127650,21153,0,0,0,0
85521,154191,127635,21138,0,0,0,0
85541,154215,127648,21152,0,0,0,0
85561,154180,127634,21139,0,0,0,0
85581,154230,127655,21156,0,0,0,0
85601,154196,127626,21155,0,0,0,0
85621,154206,127651,21135,0,0,0,0
85641,154190,127623,21144,0,0,0,0
85661,154177,127635,21133,0,0,0,0
85681,154210,127653,21158,0,0,0,0
85701,154209,127654,21156,0,0,0,0
85721,154202,127668,21143,0,0,0,0
85741,154188,127644,21152,0,0,0,0
85761,154233,127667,21151,0,0,0,0
85781,154183,127623,21148,0,0,0,0
85801,154221,127675,21155,0,0,0,0
85821,154188,127650,21141,0,0,0,0
85841,154206,127640,21156,0,0,0,0
85861,154196,127646,21155,0,0,0,0
85881,154201,127650,21152,0,0,0,0
85901,154209,127640,21153,0,0,0,0
85921,154212,127663,21145,0,0,0,0
85941,154188,127640,21162,0,0,0,0
85961,154197,127655,21143,0,0,0,0
85981,154194,127654,21132,0,0,0,0
86001,154181,127643,21147,0,0,0,0
86021,154200,127654,21148,0,0,0,0
86041,154190,127629,21159,0,0,0,0
86061,154211,127661,21149,0,0,0,0
86081,154193,127639,21156,0,0,0,0
86101,154195,127637,21155,0,0,0,0
86121,154212,127652,21149,0,0,0,0
86141,154181,127632,21160,0,0,0,0
86161,154201,127656,21155,0,0,0,0
86181,154188,127637,21142,0,0,0,0
86201,154204,127653,21144,0,0,0,0
86221,154196,127649,21144,0,0,0,0
86241,154186,127647,21167,0,0,0,0
86261,154204,127669,21152,0,0,0,0
86281,154175,127626,21135,0,0,0,0
86301,154196,127655,21144,0,0,0,0
86321,154194,127640,21147,0,0,0,0
86341,154193,127650,21146,0,0,0,0
86361,154216,127647,21160,0,0,0,0
86381,154186,127651,21145,0,0,0,0
86401,154202,127643,21161,0,0,0,0
86421,154193,127645,21148,0,0,0,0
86441,154198,127653,21152,0,0,0,0
86461,154221,127650,21162,0,0,0,0
86481,154189,127648,21138,0,0,0,0
86501,154186,127630,21146,0,0,0,0
86521,154213,127641,21148,0,0,0,0
86541,154192,127629,21149,0,0,0,0
86561,154219,127663,21153,0,0,0,0
86581,154195,127643,21144,0,0,0,0
86601,154194,127647,21154,0,0,0,0
86621,154195,127649,21146,0,0,0,0
86641,154191,127658,21152,0,0,0,0
86661,154203,127646,21158,0,0,0,0
86681,154217,127686,21138,0,0,0,0
86701,154198,127648,21155,0,0,0,0
86721,154210,127667,21170,0,0,0,0
86741,154208,127630,21151,0,0,0,0
86761,154183,127590,21155,0,0,0,0
86781,154214,127641,21156,0,0,0,0
86801,154182,127583,21159,0,0,0,0
86821,154259,127643,21152,0,0,0,0
86841,154170,127622,21141,0,0,0,0
86861,154164,127620,21160,0,0,0,0
86881,154164,127644,21152,0,0,0,0
86901,154152,127636,21137,0,0,0,0
86921,154171,127644,21197,0,0,0,0
86941,154186,127650,21191,0,0,0,0
86961,154172,127617,21138,0,0,0,0
86981,154214,127658,21132,0,0,0,0
87001,154182,127633,21123,0,0,0,0
87021,154209,127651,21139,0,0,0,0
87041,154187,127632,21139,0,0,0,0
87061,154196,127653,21149,0,0,0,0
87081,154184,127629,21151,0,0,0,0
87101,154208,127643,21152,0,0,0,0
87121,154190,127633,21133,0,0,0,0
87141,154206,127632,21159,0,0,0,0
87161,154198,127652,21151,0,0,0,0
87181,154182,127644,21137,0,0,0,0
87201,154208,127643,21164,0,0,0,0
87221,154176,127646,21153,0,0,0,0
87241,154189,127627,21156,0,0,0,0
87261,154188,127648,21151,0,0,0,0
87281,154204,127637,21141,0,0,0,0
87301,154203,127649,21147,0,0,0,0
87321,154198,127636,21139,0,0,0,0
87341,154189,127651,21145,0,0,0,0
87361,154199,127642,21150,0,0,0,0
87381,154168,127629,21142,0,0,0,0
87401,154187,127634,21149,0,0,0,0
87421,154199,127662,21149,0,0,0,0
87441,154184,127627,21155,0,0,0,0
